hsn_code,description
481420,IN STRIPS OR ROLLS OF A WIDTH NOT EXCEEDING 150 MM; IN RECTANGULAR (INCLUDING SQUARE) SHEETS WITH ONE SIDE NOT EXCEEDING 360 MM AND THE OTHER SIDE NOT EXCEEDING 150 MM IN THE UNFOLDED STATE
48142000,"WALLPAPER AND SIMILAR WALL COVERINGS, CONSISTING OF PAPER COATED OR COVERED, ON THE FACE SIDE, WITH A GRAINED, EMBOSSED, COLOURED, DESIGN-PRINTED OR OTHERWISE DECORATED LAYER OF PLASTICS"
481490,OTHER – WALLPAPER AND SIMILAR WALL COVERINGS; WINDOW TRANSPARENCIES OF PAPER
48149000,OTHER – WALLPAPER AND SIMILAR WALL COVERINGS; WINDOW TRANSPARENCIES OF PAPER
4816,"CARBON PAPER, SELF-COPY PAPER AND OTHER COPYING OR TRANSFER PAPERS (EXCLUDING THOSE OF HEADING 48.09), DUPLICATOR STENCILS AND OFFSET PLATES, OF PAPER, WHETHER OR NOT PUT UP IN BOXES"
481620,SELF-COPY PAPER
48162000,SELF-COPY PAPER
481690,"OTHER – CARBON PAPER, SELF-COPY PAPER AND OTHER COPYING OR TRANSFER PAPERS (EXCLUDING THOSE OF HEADING 48.09), DUPLICATOR STENCILS AND OFFSET PLATES, OF PAPER, WHETHER OR NOT PUT UP IN BOXES"
48169000,"OTHER – CARBON PAPER, SELF-COPY PAPER AND OTHER COPYING OR TRANSFER PAPERS (EXCLUDING THOSE OF HEADING 48.09), DUPLICATOR STENCILS AND OFFSET PLATES, OF PAPER, WHETHER OR NOT PUT UP IN BOXES"
4817,"ENVELOPES, LETTER CARDS, PLAIN POSTCARDS AND CORRESPONDENCE CARDS, OF PAPER OR PAPERBOARD; BOXES, POUCHES, WALLETS AND WRITING COMPENDIUMS, OF PAPER OR PAPERBOARD, CONTAINING AN ASSORTMENT OF PAPER STATIONERY"
481710,ENVELOPES
48171000,ENVELOPES
481720,"LETTER CARDS, PLAIN POSTCARDS AND CORRESPONDENCE CARDS"
48172000,"LETTER CARDS, PLAIN POSTCARDS AND CORRESPONDENCE CARDS"
481730,"BOXES, POUCHES, WALLETS AND WRITING COMPENDIUMS, OF PAPER OR PAPERBOARD, CONTAINING AN ASSORTMENT OF PAPER STATIONERY"
48173000,"BOXES, POUCHES, WALLETS AND WRITING COMPENDIUMS, OF PAPER OR PAPERBOARD, CONTAINING AN ASSORTMENT OF PAPER STATIONERY"
4818,"TOILET PAPER AND SIMILAR PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES, OF A KIND USED FOR HOUSEHOLD OR SANITARY PURPOSES, IN ROLLS OF A WIDTH NOT EXCEEDING 36 CM, OR CUT TO SIZE OR SHAPE; HANDKERCHIEFS, CLEANSING TISSUES, TOWELS, TABLECLOTHS, SERVIETTES, BED SHEETS AND SIMILAR HOUSEHOLD, SANITARY OR HOSPITAL ARTICLES, ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF PAPER PULP, PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES"
481810,TOILET PAPER
48181000,TOILET PAPER
481820,"HANDKERCHIEFS, CLEANSING OR FACIAL TISSUES AND TOWELS"
48182000,"HANDKERCHIEFS, CLEANSING OR FACIAL TISSUES AND TOWELS"
481830,TABLECLOTHS AND SERVIETTES
48183000,TABLECLOTHS AND SERVIETTES
481850,ARTICLES OF APPAREL AND CLOTHING ACCESSORIES
48185000,ARTICLES OF APPAREL AND CLOTHING ACCESSORIES
481890,"OTHER – TOILET PAPER AND SIMILAR PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES, OF A KIND USED FOR HOUSEHOLD OR SANITARY PURPOSES, IN ROLLS OF A WIDTH NOT EXCEEDING 36 CM, OR CUT TO SIZE OR SHAPE; HANDKERCHIEFS, CLEANSING TISSUES, TOWELS, TABLECLOTHS, SERVIETTES, BED SHEETS AND SIMILAR HOUSEHOLD, SANITARY OR HOSPITAL ARTICLES, ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF PAPER PULP, PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES"
48189000,"OTHER – TOILET PAPER AND SIMILAR PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES, OF A KIND USED FOR HOUSEHOLD OR SANITARY PURPOSES, IN ROLLS OF A WIDTH NOT EXCEEDING 36 CM, OR CUT TO SIZE OR SHAPE; HANDKERCHIEFS, CLEANSING TISSUES, TOWELS, TABLECLOTHS, SERVIETTES, BED SHEETS AND SIMILAR HOUSEHOLD, SANITARY OR HOSPITAL ARTICLES, ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF PAPER PULP, PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES"
4819,"CARTONS, BOXES, CASES, BAGS AND OTHER PACKING CONTAINERS, OF PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES; BOX FILES, LETTER TRAYS AND SIMILAR ARTICLES, OF PAPER OR PAPERBOARD, OF A KIND USED IN OFFICES, SHOPS OR THE LIKE"
481910,"CARTONS, BOXES AND CASES, OF CORRUGATED PAPER OR PAPERBOARD"
48191000,"CARTONS, BOXES AND CASES, OF CORRUGATED PAPER OR PAPERBOARD"
481920,"FOLDING CARTONS, BOXES AND CASES, OF NON-CORRUGATED PAPER OR PAPERBOARD"
48192000,"FOLDING CARTONS, BOXES AND CASES, OF NON-CORRUGATED PAPER OR PAPERBOARD"
481930,"SACKS AND BAGS, HAVING A BASE OF A WIDTH OF 40 CM OR MORE"
48193000,"SACKS AND BAGS, HAVING A BASE OF A WIDTH OF 40 CM OR MORE"
481940,"OTHER SACKS AND BAGS, INCLUDING CONES"
48194000,"OTHER SACKS AND BAGS, INCLUDING CONES"
481950,"OTHER PACKING CONTAINERS, INCLUDING RECORD SLEEVES"
48195000,"OTHER PACKING CONTAINERS, INCLUDING RECORD SLEEVES"
481960,"BOX FILES, LETTER TRAYS, STORAGE BOXES AND SIMILAR ARTICLES, OF A KIND USED IN OFFICES, SHOPS OR THE LIKE"
48196000,"BOX FILES, LETTER TRAYS, STORAGE BOXES AND SIMILAR ARTICLES, OF A KIND USED IN OFFICES, SHOPS OR THE LIKE"
4820,"REGISTERS, ACCOUNT BOOKS, NOTE BOOKS, ORDER BOOKS, RECEIPT BOOKS, LETTER PADS, MEMORANDUM PADS, DIARIES AND SIMILAR ARTICLES, EXERCISE BOOKS, BLOTTING-PADS, BINDERS (LOOSE-LEAF OR OTHER), FOLDERS, FILE COVERS, MANIFOLD BUSINESS FORMS, INTERLEAVED CARBON SETS AND OTHER ARTICLES OF STATIONERY, OF PAPER OR PAPERBOARD; ALBUMS FOR SAMPLES OR FOR COLLECTIONS AND BOOK COVERS, OF PAPER OR PAPERBOARD"
482010,"REGISTERS, ACCOUNT BOOKS, NOTE BOOKS, ORDER BOOKS, RECEIPT BOOKS, LETTER PADS, MEMORANDUM PADS, DIARIES AND SIMILAR ARTICLES"
48201000,"REGISTERS, ACCOUNT BOOKS, NOTE BOOKS, ORDER BOOKS, RECEIPT BOOKS, LETTER PADS, MEMORANDUM PADS, DIARIES AND SIMILAR ARTICLES"
482020,EXERCISE BOOKS
48202000,EXERCISE BOOKS
482030,"BINDERS (EXCLUDING BOOK COVERS), FOLDERS AND FILE COVERS"
48203000,"BINDERS (OTHER THAN BOOK COVERS), FOLDERS AND FILE COVERS"
482040,MANIFOLD BUSINESS FORMS AND INTERLEAVED CARBON SETS
48204000,MANIFOLD BUSINESS FORMS AND INTERLEAVED CARBON SETS
482050,ALBUMS FOR SAMPLES OR FOR COLLECTIONS
48205000,ALBUMS FOR SAMPLES OR FOR COLLECTIONS
482090,"OTHER – REGISTERS, ACCOUNT BOOKS, NOTE BOOKS, ORDER BOOKS, RECEIPT BOOKS, LETTER PADS, MEMORANDUM PADS, DIARIES AND SIMILAR ARTICLES, EXERCISE BOOKS, BLOTTING-PADS, BINDERS (LOOSE-LEAF OR OTHER), FOLDERS, FILE COVERS, MANIFOLD BUSINESS FORMS, INTERLEAVED CARBON SETS AND OTHER ARTICLES OF STATIONERY, OF PAPER OR PAPERBOARD; ALBUMS FOR SAMPLES OR FOR COLLECTIONS AND BOOK COVERS, OF PAPER OR PAPERBOARD"
48209000,"OTHER – REGISTERS, ACCOUNT BOOKS, NOTE BOOKS, ORDER BOOKS, RECEIPT BOOKS, LETTER PADS, MEMORANDUM PADS, DIARIES AND SIMILAR ARTICLES, EXERCISE BOOKS, BLOTTING-PADS, BINDERS (LOOSE-LEAF OR OTHER), FOLDERS, FILE COVERS, MANIFOLD BUSINESS FORMS, INTERLEAVED CARBON SETS AND OTHER ARTICLES OF STATIONERY, OF PAPER OR PAPERBOARD; ALBUMS FOR SAMPLES OR FOR COLLECTIONS AND BOOK COVERS, OF PAPER OR PAPERBOARD"
4821,"PAPER OR PAPERBOARD LABELS OF ALL KINDS, WHETHER OR NOT PRINTED"
482110,PRINTED
48211000,PRINTED
482190,"OTHER – PAPER OR PAPERBOARD LABELS OF ALL KINDS, WHETHER OR NOT PRINTED"
48219010,METALISED NON-CONDUCTIVE PAPER LABELS
48219090,"OTHER – PAPER OR PAPERBOARD LABELS OF ALL KINDS, WHETHER OR NOT PRINTED"
4822,"BOBBINS, SPOOLS, COPS AND SIMILAR SUPPORTS OF PAPER PULP, PAPER OR PAPERBOARD (WHETHER OR NOT HARDENED)"
482210,"OF A KIND USED FOR WINDING TEXTILE YARN – BOBBINS, SPOOLS, COPS AND SIMILAR SUPPORTS OF PAPER PULP, PAPER OR PAPERBOARD (WHETHER OR NOT HARDENED)"
48221000,"OF A KIND USED FOR WINDING TEXTILE YARN – BOBBINS, SPOOLS, COPS AND SIMILAR SUPPORTS OF PAPER PULP, PAPER OR PAPERBOARD (WHETHER OR NOT HARDENED)"
482290,"OTHER – BOBBINS, SPOOLS, COPS AND SIMILAR SUPPORTS OF PAPER PULP, PAPER OR PAPERBOARD (WHETHER OR NOT HARDENED)"
48229000,"OTHER – BOBBINS, SPOOLS, COPS AND SIMILAR SUPPORTS OF PAPER PULP, PAPER OR PAPERBOARD (WHETHER OR NOT HARDENED)"
4823,"OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES"
482320,FILTER PAPER AND PAPERBOARD
48232000,FILTER PAPER AND PAPERBOARD
482340,"ROLLS, SHEETS AND DIALS, PRINTED FOR SELF-RECORDING APPARATUS"
48234000,"ROLLS, SHEETS AND DIALS, PRINTED FOR SELF-RECORDING APPARATUS"
48236,"TRAYS, DISHES, PLATES, CUPS AND THE LIKE, OF PAPER OR PAPERBOARD"
482361,"OF BAMBOO – OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES"
48236100,"OF BAMBOO – OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES"
482369,"OTHER – OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES"
48236900,"OTHER – OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES"
482370,MOULDED OR PRESSED ARTICLES OF PAPER PULP
48237010,EGG PACKAGING
48237090,OTHER – MOULDED OR PRESSED ARTICLES OF PAPER PULP
482390,"OTHER – OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES"
48239010,"CARDS, PUNCHED, FOR PUNCHED CARD MACHINES, WHETHER OR NOT IN STRIPS, ARTICLES OF CELLULOSE WADDING, PAPER PATTERNS"
48239040,PAPER PREPARED FOR USE ON TYPESETTING
48239050,"UNPERFORATED PAPER, IN ROLLS, OF A TYPE USED ON CALCULATING MACHINES"
48239060,WRAPPERS WEIGHING LESS THAN 28 G/M2
48239070,"PRINTED, EMBOSSED OR PERFORATED"
48239090,"OTHER – OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES"
49,"PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS"
4901,"PRINTED BOOKS, BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER, WHETHER OR NOT IN SINGLE SHEETS"
490110,IN SINGLE SHEETS WHETHER OR NOT FOLDED
49011000,"IN SINGLE SHEETS, WHETHER OR NOT FOLDED"
49019,OTHER
490191,"DICTIONARIES AND ENCYCLOPAEDIAS, AND SERIAL INSTALMENTS THEREOF"
49019100,"DICTIONARIES AND ENCYCLOPAEDIAS, AND SERIAL INSTALMENTS THEREOF"
490199,"OTHER – PRINTED BOOKS, BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER, WHETHER OR NOT IN SINGLE SHEETS"
49019910,TEXTBOOKS
49019990,"OTHER – PRINTED BOOKS, BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER, WHETHER OR NOT IN SINGLE SHEETS"
4902,"NEWSPAPERS, JOURNALS AND PERIODICALS, WHETHER OR NOT ILLUSTRATED OR CONTAINING ADVERTISING MATERIAL"
490210,APPEARING AT LEAST FOUR TIMES A WEEK
49021000,APPEARING AT LEAST FOUR TIMES A WEEK
490290,"OTHER – NEWSPAPERS, JOURNALS AND PERIODICALS, WHETHER OR NOT ILLUSTRATED OR CONTAINING ADVERTISING MATERIAL"
49029010,NEWSPAPER
49029090,"OTHER – NEWSPAPERS, JOURNALS AND PERIODICALS, WHETHER OR NOT ILLUSTRATED OR CONTAINING ADVERTISING MATERIAL"
4903,"CHILDRENS PICTURE, DRAWING OR COLOURING BOOKS"
490300,"CHILDREN&#39;S PICTURE, DRAWING OR COLOURING BOOKS"
49030000,"CHILDREN’S PICTURE, DRAWING OR COLOURING BOOKS."
4904,"MUSIC, PRINTED OR IN MANUSCRIPT, WHETHER OR NOT BOUND OR ILLUSTRATED"
490400,"MUSIC, PRINTED OR IN MANUSCRIPT, WHETHER OR NOT BOUND OR ILLUSTRATED"
49040000,"MUSIC, PRINTED OR IN MANUSCRIPT, WHETHER OR NOT BOUND OR ILLUSTRATED."
4905,"MAPS AND HYDROGRAPHIC OR SIMILAR CHARTS OF ALL KINDS, INCLUDING ATLASES, WALL MAPS, TOPOGRAPHICAL PLANS AND GLOBES, PRINTED"
490520,IN BOOK FORM
49052000,IN BOOK FORM
490590,"OTHER – MAPS AND HYDROGRAPHIC OR SIMILAR CHARTS OF ALL KINDS, INCLUDING ATLASES, WALL MAPS, TOPOGRAPHICAL PLANS AND GLOBES, PRINTED"
49059000,"OTHER – MAPS AND HYDROGRAPHIC OR SIMILAR CHARTS OF ALL KINDS, INCLUDING ATLASES, WALL MAPS, TOPOGRAPHICAL PLANS AND GLOBES, PRINTED"
4906,"PLANS AND DRAWINGS FOR ARCHITECTURAL, ENGINEERING, INDUSTRIAL, COMMERCIAL, TOPOGRAPHICAL OR SIMILAR PURPOSES, BEING ORIGINALS DRAWN BY HAND; HAND-WRITTEN TEXTS; PHOTOGRAPHIC REPRODUCTIONS ON SENSITISED PAPED; HAND-WRITTEN TEXTS; PHOTOGRAPHIC REPRODUCTIONS ON SENSITISED PAPER AND CARBON COPIES OF THE FOREGOING"
490600,"PLANS AND DRAWINGS FOR ARCHITECTURAL, ENGINEERING, INDUSTRIAL, COMMERCIAL, TOPOGRAPHICAL OR SIMILAR PURPOSES, BEING ORIGINALS DRAWN BY HAND; HAND-WRITTEN TEXTS; PHOTOGRAPHIC REPRODUCTIONS ON SENSITISED PAPER AND CARBON COPIES OF THE FOREGOING"
49060000,"PLANS AND DRAWINGS FOR ARCHITECTURAL, ENGINEERING, INDUSTRIAL, COMMERCIAL, TOPOGRAPHICAL OR SIMILAR PURPOSES, BEING ORIGINALS DRAWN BY HAND; HAND-WRITTEN TEXTS; PHOTOGRAPHIC REPRODUCTIONS ON SENSITISED PAPER AND"
4907,"UNUSED POSTAGE, REVENUE OR SIMILAR STAMPS OF CURRENT OR NEW ISSUE IN THE COUNTRY IN WHICH THEY HAVE, OR WILL HAVE, A RECOGNISED FACE VALUE;STAMP-IMPRESSED PAPER; BANKNOTES; CHEQUE FORMS; STOCK, SHARE OR BOND CSTAMP-IMPRESSED PAPER; BANKNOTES; CHEQUE FORMS; STOCK, SHARE OR BOND CERTIFICATES AND SIMILAR DOCUMENTS OF TITLE"
490700,"UNUSED POSTAGE, REVENUE OR SIMILAR STAMPS OF CURRENT OR NEW ISSUE IN THE COUNTRY TO WHICH THEY HAVE OR WILL HAVE, A RECOGNISED FACE VALUE; STAMP-IMPRESSED PAPER; BANKNOTES; CHEQUE FORMS; STOCK, SHARE OR BOND CERTIFICATES AND SIMILAR DOCUMENTS OF TITLE"
49070010,BANK NOTES WHICH ARE LEGAL TENDER IN THE COUNTRY OF ISSUE OR IN ANY OTHER COUNTRY
49070090,"OTHER – UNUSED POSTAGE, REVENUE OR SIMILAR STAMPS OF CURRENT OR NEW ISSUE IN THE COUNTRY TO WHICH THEY HAVE OR WILL HAVE, A RECOGNISED FACE VALUE; STAMP-IMPRESSED PAPER; BANKNOTES; CHEQUE FORMS; STOCK, SHARE OR BOND CERTIFICATES AND SIMILAR DOCUMENTS OF TITLE"
4908,TRANSFERS (DECALCOMANIAS)
490810,"TRANSFERS (DECALCOMANIAS), VITRIFIABLE"
49081000,"TRANSFERS (DECALCOMANIAS), VITRIFIABLE"
490890,OTHER – TRANSFERS (DECALCOMANIAS)
49089000,OTHER – TRANSFERS (DECALCOMANIAS)
4909,"PRINTED OR ILLUSTRATED POSTCARDS; PRINTED CARDS BEARING PERSONAL GREETINGS, MESSAGES OR ANNOUNCEMENTS, WHETHER OR NOT ILLUSTRATED, WITH OR WITHOUT ENVELOPES OR TRIMMINGS"
490900,"PRINTED OR ILLUSTRATED POSTCARDS; PRINTED CARDS BEARING PERSONAL GREETINGS, MESSAGES OR ANNOUNCEMENTS, WHETHER OR NOT ILLUSTRATED, WITH OR WITHOUT ENVELOPES OR TRIMMINGS"
49090000,"PRINTED OR ILLUSTRATED POSTCARDS; PRINTED CARDS BEARING PERSONAL GREETINGS, MESSAGES OR ANNOUNCEMENTS, WHETHER OR NOT ILLUSTRATED, WITH OR WITHOUT ENVELOPES OR TRIMMINGS."
4910,"CALENDARS OF ANY KIND, PRINTED, INCLUDING CALENDAR BLOCKS"
491000,"CALENDARS OF ANY KIND, PRINTED, INCLUDING CALENDAR BLOCKS"
49100000,"CALENDARS OF ANY KIND, PRINTED, INCLUDING CALENDAR BLOCKS."
4911,"OTHER PRINTED MATTER, INCLUDING PRINTED PICTURES AND PHOTOGRAPHS"
491110,"TRADE ADVERTISING MATERIAL, COMMERCIAL CATALOGUES AND THE LIKE"
49111000,"TRADE ADVERTISING MATERIAL, COMMERCIAL CATALOGUES AND THE LIKE"
49119,OTHER
491191,"PICTURES, DESIGNS AND PHOTOGRAPHS"
49119100,"PICTURES, DESIGNS AND PHOTOGRAPHS"
491199,"OTHER – OTHER PRINTED MATTER, INCLUDING PRINTED PICTURES AND PHOTOGRAPHS"
49119910,"GUIDE BOOKS AND DIRECTORIES; PUBLICITY MATTER RELATING TO FAIRS, TRAVEL OR EXHIBITIONS"
49119920,INSTRUCTIONAL CHARTS AND DIAGRAMS
49119930,TICKETS
49119990,"OTHER – OTHER PRINTED MATTER, INCLUDING PRINTED PICTURES AND PHOTOGRAPHS"
50,SILK
5001,SILK-WORM COCOONS SUITABLE FOR REELING
500100,SILK-WORM COCOONS SUITABLE FOR REELING
50010000,SILK-WORM COCOONS SUITABLE FOR REELING.
5002,RAW SILK (NOT THROWN)
500200,RAW SILK (NOT THROWN)
50020000,RAW SILK (NOT THROWN).
5003,"SILK WASTE (INCLUDING COCOONS UNSUITABLE FOR REELING, YARN WASTE AND GARNETTED STOCK)"
500300,"SILK WASTE (INCLUDING COCOONS UNSUITABLE FOR REELING, YARN WASTE AND GARNETTED STOCK)"
50030000,"SILK WASTE (INCLUDING COCOONS UNSUITABLE FOR REELING, YARN WASTE AND GARNETED STOCK)."
5004,SILK YARN (EXCLUDING YARN SPUN FROM SILK WASTE) NOT PUT UP FOR RETAILSALE
500400,SILK YARN (EXCLUDING YARN SPUN FROM SILK WASTE) NOT PUT UP FOR RETAIL SALE
50040000,SILK YARN (OTHER THAN YARN SPUN FROM SILK WASTE) NOT PUT UP FOR RETAIL SALE.
5005,"YARN SPUN FROM SILK WASTE, NOT PUT UP FOR RETAIL SALE"
500500,"YARN SPUN FROM SILK WASTE, NOT PUT UP FOR RETAIL SALE"
50050000,"YARN SPUN FROM SILK WASTE, NOT PUT UP FOR RETAIL SALE."
5006,"SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT"
500600,"SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT"
50060000,"SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT."
5007,WOVEN FABRICS OF SILK OR OF SILK WASTE
500710,FABRICS OF NOIL SILK
50071000,FABRICS OF NOIL SILK
500720,"OTHER FABRICS, CONTAINING 85 PER CENT OR MORE BY MASS OF SILK OR OF SILK WASTE (EXCLUDING NOIL SILK)"
50072000,"OTHER FABRICS, CONTAINING 85% OR MORE BY WEIGHT OF SILK OR OF SILK WASTE OTHER THAN NOIL SILK"
500790,OTHER FABRICS
50079000,OTHER FABRICS
51,"WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC"
5101,"WOOL, NOT CARDED OR COMBED"
51011,"GREASY, INCLUDING FLEECE-WASHED WOOL"
510111,SHORN WOOL
51011100,SHORN WOOL
510119,"OTHER – WOOL, NOT CARDED OR COMBED"
51011900,"OTHER – WOOL, NOT CARDED OR COMBED"
51012,"DEGREASED, NOT CARBONISED"
510121,SHORN WOOL
51012100,SHORN WOOL
510129,"OTHER – WOOL, NOT CARDED OR COMBED"
51012900,"OTHER – WOOL, NOT CARDED OR COMBED"
510130,CARBONISED
51013000,CARBONISED
5102,"FINE OR COARSE ANIMAL HAIR, NOT CARDED OR COMBED"
51021,FINE ANIMAL HAIR
510211,"OF KASHMIR (CASHMERE) GOATS – FINE OR COARSE ANIMAL HAIR, NOT CARDED OR COMBED"
51021100,"OF KASHMIR (CASHMERE) GOATS – FINE OR COARSE ANIMAL HAIR, NOT CARDED OR COMBED"
510219,"OTHER – FINE OR COARSE ANIMAL HAIR, NOT CARDED OR COMBED"
51021900,"OTHER – FINE OR COARSE ANIMAL HAIR, NOT CARDED OR COMBED"
510220,COARSE ANIMAL HAIR
51022000,COARSE ANIMAL HAIR
5103,"WASTE OF WOOL OR OF FINE OR COARSE ANIMAL HAIR, INCLUDING YARN WASTE BUT EXCLUDING GARNETTED STOCK"
510310,NOILS OF WOOL OR OF FINE ANIMAL HAIR
51031000,NOILS OF WOOL OR OF FINE ANIMAL HAIR
510320,OTHER WASTE OF WOOL OR OF FINE ANIMAL HAIR
51032000,OTHER WASTE OF WOOL OR OF FINE ANIMAL HAIR
510330,WASTE OF COARSE ANIMAL HAIR
51033000,WASTE OF COARSE ANIMAL HAIR
5104,GARNETTED STOCK OF WOOL OR OF FINE OR COARSE ANIMAL HAIR
510400,GARNETTED STOCK OF WOOL OR OF FINE OR COARSE ANIMAL HAIR
51040000,GARNETTED STOCK OF WOOL OR OF FINE OR COARSE ANIMAL HAIR.
5105,"WOOL AND FINE OR COARSE ANIMAL HAIR, CARDED OR COMBED (INCLUDING COMBED WOOL IN FRAGMENTS)"
510510,CARDED WOOL
51051000,CARDED WOOL
51052,WOOL TOPS AND OTHER COMBED WOOL
510521,COMBED WOOL IN FRAGMENTS
51052100,COMBED WOOL IN FRAGMENTS
510529,"OTHER – WOOL AND FINE OR COARSE ANIMAL HAIR, CARDED OR COMBED (INCLUDING COMBED WOOL IN FRAGMENTS)"
51052900,"OTHER – WOOL AND FINE OR COARSE ANIMAL HAIR, CARDED OR COMBED (INCLUDING COMBED WOOL IN FRAGMENTS)"
51053,"FINE ANIMAL HAIR, CARDED OR COMBED"
510531,"OF KASHMIR (CASHMERE) GOATS – WOOL AND FINE OR COARSE ANIMAL HAIR, CARDED OR COMBED (INCLUDING COMBED WOOL IN FRAGMENTS)"
51053100,"OF KASHMIR (CASHMERE) GOATS – WOOL AND FINE OR COARSE ANIMAL HAIR, CARDED OR COMBED (INCLUDING COMBED WOOL IN FRAGMENTS)"
510539,"OTHER – WOOL AND FINE OR COARSE ANIMAL HAIR, CARDED OR COMBED (INCLUDING COMBED WOOL IN FRAGMENTS)"
51053900,0THER
510540,"COARSE ANIMAL HAIR, CARDED OR COMBED"
51054000,"COARSE ANIMAL HAIR, CARDED OR COMBED"
5106,"YARN OF CARDED WOOL, NOT PUT UP FOR RETAIL SALE"
510610,CONTAINING 85 PER CENT OR MORE BY MASS OF WOOL
51061000,CONTAINING 85% OR MORE BY WEIGHT OF WOOL
510620,CONTAINING LESS THAN 85 PER CENT BY MASS OF WOOL
51062000,CONTAINING LESS THAN 85% BY WEIGHT OF WOOL
5107,"YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE"
510710,CONTAINING 85 PER CENT OR MORE BY MASS OF WOOL
51071000,CONTAINING 85% OR MORE BY WEIGHT OF WOOL
510720,CONTAINING LESS THAN 85 PER CENT BY MASS OF WOOL
51072000,CONTAINING LESS THAN 85% BY WEIGHT OF WOOL
5108,"YARN OF FINE ANIMAL HAIR (CARDED OR COMBED), NOT PUT UP FOR RETAIL SALE"
510810,CARDED
51081000,CARDED
510820,COMBED
51082000,COMBED
5109,"YARN OF WOOL OR OF FINE ANIMAL HAIR, PUT UP FOR RETAIL SALE"
510910,CONTAINING 85 PER CENT OR MORE BY MASS OF WOOL OR OF FINE ANIMAL HAIR
51091000,CONTAINING 85% OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR
510990,"OTHER – YARN OF WOOL OR OF FINE ANIMAL HAIR, PUT UP FOR RETAIL SALE"
51099000,"OTHER – YARN OF WOOL OR OF FINE ANIMAL HAIR, PUT UP FOR RETAIL SALE"
5110,"YARN OF COARSE ANIMAL HAIR OR OF HORSEHAIR (INCLUDING GIMPED HORSEHAIRYARN), WHETHER OR NOT PUT UP FOR RETAIL SALE"
511000,"YARN OF COARSE ANIMAL HAIR OR OF HORSEHAIR (INCLUDING GIMPED HORSEHAIR YARN), WHETHER OR NOT PUT UP FOR RETAIL SALE"
51100010,PUT UP FOR RETAIL SALE
